id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.CAD.price,quote.CAD.volume_24h,quote.CAD.volume_change_24h,quote.CAD.percent_change_1h,quote.CAD.percent_change_24h,quote.CAD.percent_change_7d,quote.CAD.percent_change_30d,quote.CAD.percent_change_60d,quote.CAD.percent_change_90d,quote.CAD.market_cap,quote.CAD.market_cap_dominance,quote.CAD.fully_diluted_market_cap,quote.CAD.tvl,quote.CAD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
52,XRP,XRP,xrp,1345,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55688327582.0,99987490594.0,False,,7,,,,2024-06-27T15:06:00.000Z,0.6468116595990252,1196087109.33688,-0.8128,-0.70577257,0.15108384,-4.54801352,-10.492444,-9.09836848,-25.76046986,36019859583.60759,1.1496,64681165959.90927,,2024-06-27T15:05:05.000Z,,,,,,2024-06-27 11:06:50.044311
11419,Toncoin,TON,toncoin,442,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2459625673.1477265,5108179089.570425,True,,8,3414166606.0,26133890770.850708,,2024-06-27T15:04:00.000Z,10.481253188194387,368439598.9180797,3.1982,-0.41387919,2.3073848,6.86678487,19.19110095,39.57859411,51.29484821,25779959428.444374,0.8225,53540118368.4322,,2024-06-27T15:05:05.000Z,,,,,,2024-06-27 11:06:50.044311
74,Dogecoin,DOGE,dogecoin,1015,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144883106383.70526,144883106383.70526,True,,9,,,,2024-06-27T15:06:00.000Z,0.16930488882849382,789504121.1025946,-0.0906,-0.90511378,-0.41699373,0.25422247,-24.30924699,-17.61726676,-42.32300993,24529418219.42006,0.7826,24529418219.42488,,2024-06-27T15:05:05.000Z,,,,,,2024-06-27 11:06:50.044311
2010,Cardano,ADA,cardano,1202,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35749050729.208,36994116264.584,False,,10,,,,2024-06-27T15:04:00.000Z,0.5301527025997419,374129158.80106443,16.1745,-0.93026497,-1.42805207,1.11177078,-14.93720593,-17.51756465,-41.54779636,18952455859.464893,0.605,23856871616.981766,,2024-06-27T15:05:05.000Z,,,,,,2024-06-27 11:06:50.044311
5805,Avalanche,AVAX,avalanche,750,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,393865959.12155896,443212329.12155896,False,,11,,,,2024-06-27T15:04:00.000Z,37.68008448449258,493880748.56989163,23.1402,0.19111958,5.91498345,0.66195348,-25.43743066,-20.675017,-48.78715761,14840902615.266043,0.4735,26969472201.59375,,2024-06-27T15:05:05.000Z,,,,,,2024-06-27 11:06:50.044311
1958,TRON,TRX,tron,996,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87214910278.06209,87215029609.16496,True,,12,71659659264.0,8769661464.272701,,2024-06-27T15:05:00.000Z,0.16757218805447552,339127998.7297843,-14.1672,-0.48905212,-1.15566219,5.03465177,10.38332154,1.54077869,1.45369537,14614793346.269629,0.4662,14614813342.843332,,2024-06-27T15:05:05.000Z,,,,,,2024-06-27 11:06:50.044311
5994,Shiba Inu,SHIB,shiba-inu,838,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589271242368555.6,589519691711904.6,False,,13,,,,2024-06-27T15:04:00.000Z,2.3737983782506823e-05,296136867.0560586,-16.876,-1.62444708,-0.9354682,-4.44908083,-33.31931251,-30.22433264,-43.6402035,13988111194.84242,0.4465,13994008881.327425,,2024-06-27T15:05:05.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-06-27 11:06:50.044311
6636,Polkadot,DOT,polkadot-new,786,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,1462029970.7202706,9188268724.585213,,2024-06-27T15:05:00.000Z,8.605403987953435,299574968.5347106,64.5615,1.60632037,6.42647173,10.31878259,-14.14736093,-8.43714429,-35.39517222,12374170192.786842,0.3948,12374170192.782797,,2024-06-27T15:05:05.000Z,,,,,,2024-06-27 11:06:50.044311
1975,Chainlink,LINK,chainlink,1805,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,False,,15,,,,2024-06-27T15:05:00.000Z,19.346971330538413,339810012.2435979,11.6524,-0.19713015,1.30444346,-2.01976432,-21.28051023,-0.25559601,-26.50076365,11764892694.45132,0.3753,19346971330.53297,,2024-06-27T15:05:05.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-06-27 11:06:50.044311
1831,Bitcoin Cash,BCH,bitcoin-cash,899,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19725206.25,19725206.25,False,,16,,,,2024-06-27T15:05:00.000Z,527.6455514799632,329748089.15377086,0.0508,-0.3471586,1.94311116,-0.82819012,-17.13991326,-19.72077114,-37.44554068,10407917329.837265,0.3321,11080556581.077217,,2024-06-27T15:05:05.000Z,,,,,,2024-06-27 11:06:50.044311
6535,NEAR Protocol,NEAR,near-protocol,424,2020-08-11T00:00:00.000Z,"['platform', 'ai-big-data', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'cross-chain', 'injective-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'account-abstraction', 'data-availability']",,1092355436.0,1197646990.0,False,,17,,,,2024-06-27T15:06:00.000Z,7.196819515541983,309861036.46262854,-1.0082,-1.34506961,0.80578084,-0.01326659,-31.31626622,-28.11874961,-25.85607533,7861484919.713171,0.251,8619249230.361008,,2024-06-27T15:05:05.000Z,,,,,,2024-06-27 11:06:50.044311
7083,Uniswap,UNI,uniswap,1052,2020-09-17T00:00:00.000Z,"['decentralized-exchange-dex-token', 'defi', 'dao', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'arbitrum-ecosytem', 'injective-ecosystem', 'optimism-ecosystem', 'cmc-crypto-awards-2024']",,599957294.71,1000000000.0,False,,18,,,1.09483294,2024-06-27T15:04:00.000Z,12.997713695006405,186074629.53168625,23.2403,-0.89779609,1.51378036,-3.9019248,-11.64169528,16.45427495,-26.30887975,7798073145.871162,0.2488,12997713695.004114,7122614662.877673,2024-06-27T15:05:05.000Z,1027.0,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2024-06-27 11:06:50.044311
3890,Polygon,MATIC,polygon,1411,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",,9884436601.520267,10000000000.0,False,,19,,,,2024-06-27T15:05:00.000Z,0.7709661066422322,265629698.557424,8.4638,-0.12043698,1.58296832,-2.24451302,-23.07481764,-23.29294223,-43.67219039,7620565603.026058,0.2432,7709661066.428622,,2024-06-27T15:05:05.000Z,,,,,,2024-06-27 11:06:50.044311
2,Litecoin,LTC,litecoin,1206,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,74688031.1075049,84000000.0,False,,20,,,,2024-06-27T15:06:00.000Z,98.95616312572025,389618410.4437482,8.058,-0.36887566,1.45979102,-2.5691607,-12.77799348,-14.87505709,-31.77161601,7390840989.813125,0.2358,8312317702.555998,,2024-06-27T15:05:05.000Z,,,,,,2024-06-27 11:06:50.044311
1,Bitcoin,BTC,bitcoin,11161,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19717796.0,19717796.0,False,,1,,,,2024-06-27T15:07:00.000Z,84518.42305030892,31947076445.348988,-3.2939,-0.62804045,0.19521531,-4.84333223,-8.84289221,-2.86240455,-11.97191821,1666517023947.6892,53.1634,1774886884056.4912,,2024-06-27T15:06:05.000Z,,,,,,2024-06-27 11:07:50.198102
1027,Ethereum,ETH,ethereum,9104,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120180875.2351428,120180875.2351428,True,,2,,,,2024-06-27T15:06:00.000Z,4719.341645418327,18167036634.600235,20.2976,-0.46223082,2.1679921,-1.9484535,-10.38775343,4.03916483,-2.80513004,567174609480.0336,18.0988,567174609480.0347,,2024-06-27T15:06:05.000Z,,,,,,2024-06-27 11:07:50.198102
825,Tether USDt,USDT,tether,90246,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,112780783337.5052,116076856624.97296,True,,3,,,,2024-06-27T15:05:00.000Z,1.3675630173290068,65645249914.54193,4.7913,-0.00682289,-0.08465163,-0.05935771,-0.01495536,-0.06827018,-0.1417823,154234828357.7676,4.9215,158742416288.108,,2024-06-27T15:06:05.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-06-27 11:07:50.198102
1839,BNB,BNB,bnb,2187,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147583381.4492261,147583381.4492261,False,,4,,,,2024-06-27T15:05:00.000Z,792.2789929940972,2307300096.2925196,10.972,0.01629803,0.88375196,-2.86210026,-3.40193144,-4.51728531,-6.09506508,116927212837.25659,3.7312,116927212837.25967,,2024-06-27T15:06:05.000Z,,,,,,2024-06-27 11:07:50.198102
5426,Solana,SOL,solana,694,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,462359805.4953002,579084686.4836911,True,,5,,,,2024-06-27T15:05:00.000Z,202.16436532093851,3585805465.7794695,37.3967,-0.33439418,7.24136868,9.9630418,-12.43711499,3.78323481,-21.49234273,93472676627.86993,2.9828,117070288110.04927,,2024-06-27T15:06:05.000Z,,,,,,2024-06-27 11:07:50.198102
3408,USDC,USDC,usd-coin,20414,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,32866184503.876423,32866184503.876423,False,,6,,,,2024-06-27T15:05:00.000Z,1.3687601371620481,7432967402.880773,5.3446,-0.01097908,-0.00568365,-0.01427816,-0.02184552,-0.02155789,-0.03025084,44985923209.51907,1.4361,44985923209.51926,,2024-06-27T15:06:05.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-06-27 11:07:50.198102
52,XRP,XRP,xrp,1345,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55688327582.0,99987490594.0,False,,7,,,,2024-06-27T15:07:00.000Z,0.647168446908213,1196092322.5868034,-0.7401,-0.67793917,0.25571006,-4.47675028,-10.30370816,-8.98253833,-25.85897465,36039728472.15874,1.1505,64716844690.82044,,2024-06-27T15:06:05.000Z,,,,,,2024-06-27 11:07:50.198102
11419,Toncoin,TON,toncoin,442,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2459625673.1477265,5108179089.570425,True,,8,3414166606.0,26142596412.029705,,2024-06-27T15:05:00.000Z,10.482485828081563,368312462.956016,5.0861,-0.39303708,2.34174216,6.90619086,19.227379,39.64564704,51.22517006,25782991261.156616,0.8227,53546414913.72798,,2024-06-27T15:06:05.000Z,,,,,,2024-06-27 11:07:50.198102
74,Dogecoin,DOGE,dogecoin,1015,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144883106383.70526,144883106383.70526,True,,9,,,,2024-06-27T15:07:00.000Z,0.16962802893789916,789893135.2269822,0.0585,-0.94947878,-0.13778648,0.59397771,-23.9830898,-17.35433143,-42.30132331,24576235762.267876,0.7842,24576235762.26949,,2024-06-27T15:06:05.000Z,,,,,,2024-06-27 11:07:50.198102
2010,Cardano,ADA,cardano,1202,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35749050729.208,36994116264.584,False,,10,,,,2024-06-27T15:05:00.000Z,0.5304549681257907,374267389.5688074,16.2407,-0.83212486,-1.35400114,1.2176714,-14.84616326,-17.42912661,-41.51498783,18963261565.089306,0.6055,23870473565.661484,,2024-06-27T15:06:05.000Z,,,,,,2024-06-27 11:07:50.198102
5805,Avalanche,AVAX,avalanche,750,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,393865959.12155896,443212329.12155896,False,,11,,,,2024-06-27T15:05:00.000Z,37.70809098164874,494437716.87459373,23.3954,0.29436949,6.01058096,0.82105558,-25.32468313,-20.60195842,-48.74600126,14851933421.130089,0.4739,26989517816.053104,,2024-06-27T15:06:05.000Z,,,,,,2024-06-27 11:07:50.198102
1958,TRON,TRX,tron,996,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87214910278.06209,87215029609.16496,True,,12,71659659264.0,8769661464.272701,,2024-06-27T15:05:00.000Z,0.16753608615057863,339054936.68672675,-14.1672,-0.48905212,-1.15566219,5.03465177,10.38332154,1.54077869,1.45369537,14611644721.960394,0.4662,14611664714.226017,,2024-06-27T15:06:05.000Z,,,,,,2024-06-27 11:07:50.198102
5994,Shiba Inu,SHIB,shiba-inu,838,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589271242368555.6,589519691711904.6,False,,13,,,,2024-06-27T15:05:00.000Z,2.3749176393536617e-05,296526513.64411426,-16.5934,-1.55300896,-0.85963047,-4.31425166,-33.20933678,-30.17685431,-43.60806737,13994706678.649296,0.4468,14000607145.92425,,2024-06-27T15:06:05.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-06-27 11:07:50.198102
6636,Polkadot,DOT,polkadot-new,786,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,1462029970.7202706,9188268724.585213,,2024-06-27T15:05:00.000Z,8.603550031927833,299510427.83228546,64.5615,1.60632037,6.42647173,10.31878259,-14.14736093,-8.43714429,-35.39517222,12371504290.358221,0.3948,12371504290.354176,,2024-06-27T15:06:05.000Z,,,,,,2024-06-27 11:07:50.198102
1975,Chainlink,LINK,chainlink,1805,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,False,,15,,,,2024-06-27T15:05:00.000Z,19.342803201520226,339736803.26693153,11.6524,-0.19713015,1.30444346,-2.01976432,-21.28051023,-0.25559601,-26.50076365,11762358055.318518,0.3753,19342803201.514786,,2024-06-27T15:06:05.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-06-27 11:07:50.198102
1831,Bitcoin Cash,BCH,bitcoin-cash,899,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19725206.25,19725206.25,False,,16,,,,2024-06-27T15:05:00.000Z,527.5318750446769,329677047.92692393,0.0508,-0.3471586,1.94311116,-0.82819012,-17.13991326,-19.72077114,-37.44554068,10405675038.70548,0.3321,11078169375.936207,,2024-06-27T15:06:05.000Z,,,,,,2024-06-27 11:07:50.198102
6535,NEAR Protocol,NEAR,near-protocol,424,2020-08-11T00:00:00.000Z,"['platform', 'ai-big-data', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'cross-chain', 'injective-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'account-abstraction', 'data-availability']",,1092355436.0,1197646990.0,False,,17,,,,2024-06-27T15:06:00.000Z,7.195269026230303,309794279.7204171,-1.0082,-1.34506961,0.80578084,-0.01326659,-31.31626622,-28.11874961,-25.85607533,7859791234.285098,0.251,8617392291.503845,,2024-06-27T15:06:05.000Z,,,,,,2024-06-27 11:07:50.198102
7083,Uniswap,UNI,uniswap,1052,2020-09-17T00:00:00.000Z,"['decentralized-exchange-dex-token', 'defi', 'dao', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'arbitrum-ecosytem', 'injective-ecosystem', 'optimism-ecosystem', 'cmc-crypto-awards-2024']",,599957294.71,1000000000.0,False,,18,,,1.09553083,2024-06-27T15:05:00.000Z,13.003196926547089,185385703.6086474,23.013,-0.82923538,1.5772628,-3.77561701,-11.58080919,16.51439382,-26.26783715,7801362850.632578,0.2489,13003196926.540876,7121080160.326628,2024-06-27T15:06:05.000Z,1027.0,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2024-06-27 11:07:50.198102
3890,Polygon,MATIC,polygon,1411,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",,9884436601.520267,10000000000.0,False,,19,,,,2024-06-27T15:06:00.000Z,0.7708174661876013,265572471.0546933,8.4652,-0.12143701,1.60029949,-2.22737294,-23.05096881,-23.26909661,-43.6974903,7619096375.875838,0.2432,7708174661.880369,,2024-06-27T15:06:05.000Z,,,,,,2024-06-27 11:07:50.198102
2,Litecoin,LTC,litecoin,1206,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,74688031.1075049,84000000.0,False,,20,,,,2024-06-27T15:07:00.000Z,98.92513514109173,389577889.7424432,8.1078,-0.43615515,1.50477923,-2.57113708,-12.75015643,-14.83672063,-31.83809149,7388523570.731987,0.2358,8309711351.857962,,2024-06-27T15:06:05.000Z,,,,,,2024-06-27 11:07:50.198102
1,Bitcoin,BTC,bitcoin,11161,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19717796.0,19717796.0,False,,1,,,,2024-06-27T15:08:00.000Z,84426.05718167161,31974640830.07661,-2.9463,-0.82596757,0.12623035,-4.96227983,-9.01612066,-3.00312989,-12.05848682,1664695772592.536,53.1074,1772947200815.1023,,2024-06-27T15:07:05.000Z,,,,,,2024-06-27 11:08:50.357707
1027,Ethereum,ETH,ethereum,9104,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120180875.2351428,120180875.2351428,True,,2,,,,2024-06-27T15:07:00.000Z,4719.610131478074,18171109220.072697,20.4113,-0.38291556,2.21684538,-2.05550466,-10.15804378,3.98385617,-2.82164976,567206876369.6823,18.0881,567206876369.6794,,2024-06-27T15:07:05.000Z,,,,,,2024-06-27 11:08:50.357707
