id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.CAD.price,quote.CAD.volume_24h,quote.CAD.volume_change_24h,quote.CAD.percent_change_1h,quote.CAD.percent_change_24h,quote.CAD.percent_change_7d,quote.CAD.percent_change_30d,quote.CAD.percent_change_60d,quote.CAD.percent_change_90d,quote.CAD.market_cap,quote.CAD.market_cap_dominance,quote.CAD.fully_diluted_market_cap,quote.CAD.tvl,quote.CAD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
5805,Avalanche,AVAX,avalanche,750,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,393865959.12155896,443212329.12155896,False,,11,,,,2024-06-27T15:03:00.000Z,37.70640067338194,493832279.3575309,23.1451,0.34474707,6.00178872,0.82258578,-25.29662621,-20.55111151,-48.79753751,14851267666.243376,0.4739,26988307980.075302,,2024-06-27T15:03:05.000Z,,,,,,2024-06-27 11:04:49.652517
1958,TRON,TRX,tron,996,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87214910278.06209,87215029609.16496,True,,12,71659659264.0,8773652958.35855,,2024-06-27T15:03:00.000Z,0.16762764424861937,339267649.1682248,-14.2,-0.40464271,-1.09180519,5.07790119,10.49241277,1.61757138,1.48287114,14619629953.266247,0.4665,14619649956.45915,,2024-06-27T15:03:05.000Z,,,,,,2024-06-27 11:04:49.652517
5994,Shiba Inu,SHIB,shiba-inu,838,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589271242368555.6,589519691711904.6,False,,13,,,,2024-06-27T15:03:00.000Z,2.3770145880650727e-05,295941504.5396425,-16.9348,-1.11211105,-0.88919143,-4.2718617,-33.23167886,-30.0732127,-43.65517486,14007063394.372858,0.4468,14012969071.508518,,2024-06-27T15:03:05.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-06-27 11:04:49.652517
6636,Polkadot,DOT,polkadot-new,786,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,1462029970.7202706,9167585152.389946,,2024-06-27T15:03:00.000Z,8.584966517294355,297404667.75437266,62.7922,1.49693227,6.17231495,9.91801925,-14.31211653,-8.58730753,-35.53024334,12344782061.724129,0.3939,12344782061.728687,,2024-06-27T15:03:05.000Z,,,,,,2024-06-27 11:04:49.652517
1975,Chainlink,LINK,chainlink,1805,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,False,,15,,,,2024-06-27T15:03:00.000Z,19.361392072355933,339924524.2726744,11.694,0.13388459,1.36495448,-1.95423179,-21.06876153,-0.10226301,-26.38318164,11773661947.124462,0.3757,19361392072.350735,,2024-06-27T15:03:05.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-06-27 11:04:49.652517
1831,Bitcoin Cash,BCH,bitcoin-cash,899,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19725206.25,19725206.25,False,,16,,,,2024-06-27T15:03:00.000Z,527.9176051406093,329482809.30818796,-0.2925,0.66560109,2.01348717,-0.80343974,-17.05708496,-19.62886621,-37.33079037,10413283644.40458,0.332,11086269707.95176,,2024-06-27T15:03:05.000Z,,,,,,2024-06-27 11:04:49.652517
6535,NEAR Protocol,NEAR,near-protocol,424,2020-08-11T00:00:00.000Z,"['platform', 'ai-big-data', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'cross-chain', 'injective-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'account-abstraction', 'data-availability']",,1092355436.0,1197646990.0,False,,17,,,,2024-06-27T15:03:00.000Z,7.193947292407478,308987767.46563977,-1.3564,-0.96584017,0.78373562,-0.20557082,-31.35897492,-28.23757509,-25.95557656,7858347431.158792,0.2507,8615809320.976767,,2024-06-27T15:03:05.000Z,,,,,,2024-06-27 11:04:49.652517
7083,Uniswap,UNI,uniswap,1052,2020-09-17T00:00:00.000Z,"['decentralized-exchange-dex-token', 'defi', 'dao', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'arbitrum-ecosytem', 'injective-ecosystem', 'optimism-ecosystem', 'cmc-crypto-awards-2024']",,599957294.71,1000000000.0,False,,18,,,1.09652727,2024-06-27T15:03:00.000Z,13.01621236152546,186079275.54571542,23.1676,-0.5247323,1.4832951,-3.87482599,-11.53513701,16.91823394,-26.15551928,7809171555.7916765,0.2491,13016212361.519768,7121730373.272016,2024-06-27T15:03:05.000Z,1027.0,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2024-06-27 11:04:49.652517
3890,Polygon,MATIC,polygon,1411,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",,9884436601.520267,10000000000.0,False,,19,,,,2024-06-27T15:03:00.000Z,0.7703867843397566,265954566.45977297,8.447,0.05589309,1.49649057,-2.36420326,-23.12978383,-23.29672522,-43.76243579,7614839328.455391,0.243,7703867843.395629,,2024-06-27T15:03:05.000Z,,,,,,2024-06-27 11:04:49.652517
2,Litecoin,LTC,litecoin,1206,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,74688031.1075049,84000000.0,False,,20,,,,2024-06-27T15:04:00.000Z,98.92944709800598,391003113.91329914,8.401,-0.3834144,1.43652912,-2.58574405,-12.82275284,-14.9058651,-31.76620803,7388845622.3041315,0.2358,8310073556.229728,,2024-06-27T15:03:05.000Z,,,,,,2024-06-27 11:04:49.652517
1,Bitcoin,BTC,bitcoin,11161,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19717796.0,19717796.0,False,,1,,,,2024-06-27T15:05:00.000Z,84536.36840867816,31929399265.309578,-3.4741,-0.64429443,0.12825618,-4.73125741,-8.90227552,-2.86573592,-11.86892568,1666870866863.1606,53.1774,1775263736582.2468,,2024-06-27T15:04:05.000Z,,,,,,2024-06-27 11:05:49.859078
1027,Ethereum,ETH,ethereum,9104,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120180875.2351428,120180875.2351428,True,,2,,,,2024-06-27T15:04:00.000Z,4718.401059219166,18194448681.61319,20.1629,-0.50110411,2.10730385,-2.02282359,-10.56140464,3.92671358,-2.74784015,567061569007.3843,18.0925,567061569007.3811,,2024-06-27T15:04:05.000Z,,,,,,2024-06-27 11:05:49.859078
825,Tether USDt,USDT,tether,90246,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,112780783337.5052,116076856624.97296,True,,3,,,,2024-06-27T15:04:00.000Z,1.3678449574019649,65666793819.48226,4.5669,0.00713251,-0.0860925,-0.0510499,-0.01262476,-0.08569202,-0.11344797,154266625780.05002,4.9218,158775143005.5372,,2024-06-27T15:04:05.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-06-27 11:05:49.859078
1839,BNB,BNB,bnb,2187,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147583381.4492261,147583381.4492261,False,,4,,,,2024-06-27T15:04:00.000Z,791.7564568243333,2306098445.2920575,10.784,-0.06810633,0.81791742,-2.98081253,-3.46008891,-4.59753505,-6.13159358,116850095182.39331,3.7282,116850095182.38893,,2024-06-27T15:04:05.000Z,,,,,,2024-06-27 11:05:49.859078
5426,Solana,SOL,solana,694,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,462359805.4953002,579084686.4836911,True,,5,,,,2024-06-27T15:04:00.000Z,202.05734218236924,3581563069.555377,36.8918,-0.40577934,7.18462609,9.81830732,-12.55784018,3.71687078,-21.5612078,93423193430.33755,2.9807,117008312649.40921,,2024-06-27T15:04:05.000Z,,,,,,2024-06-27 11:05:49.859078
3408,USDC,USDC,usd-coin,20414,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,32866184503.876423,32866184503.876423,False,,6,,,,2024-06-27T15:04:00.000Z,1.3689125211116262,7429256950.01326,5.1623,-0.00010856,-0.01542225,-0.01273424,-0.02255786,-0.04430256,-0.01234303,44990931488.52133,1.4354,44990931488.52089,,2024-06-27T15:04:05.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-06-27 11:05:49.859078
52,XRP,XRP,xrp,1345,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55688327582.0,99987490594.0,False,,7,,,,2024-06-27T15:05:00.000Z,0.6466606183451749,1195776015.64779,-0.8822,-0.6830855,0.12845918,-4.55032583,-10.51463694,-9.12821152,-25.73476267,36011448348.784775,1.1489,64666061834.51279,,2024-06-27T15:04:05.000Z,,,,,,2024-06-27 11:05:49.859078
11419,Toncoin,TON,toncoin,442,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2459625673.1477265,5108179089.570425,True,,8,3414166606.0,26133890770.850708,,2024-06-27T15:04:00.000Z,10.480564279174715,368415382.2181926,3.1982,-0.41387919,2.3073848,6.86678487,19.19110095,39.57859411,51.29484821,25778264970.133125,0.8225,53536599297.783295,,2024-06-27T15:04:05.000Z,,,,,,2024-06-27 11:05:49.859078
74,Dogecoin,DOGE,dogecoin,1015,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144883106383.70526,144883106383.70526,True,,9,,,,2024-06-27T15:05:00.000Z,0.1692228252926903,789131318.5411508,-0.1547,-0.89515248,-0.47070628,0.21036923,-24.34684778,-17.67218839,-42.31808577,24517528599.43202,0.7823,24517528599.42834,,2024-06-27T15:04:05.000Z,,,,,,2024-06-27 11:05:49.859078
2010,Cardano,ADA,cardano,1202,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35749050729.208,36994116264.584,False,,10,,,,2024-06-27T15:04:00.000Z,0.5301178568640206,374104568.1392998,16.1745,-0.93026497,-1.42805207,1.11177078,-14.93720593,-17.51756465,-41.54779636,18951210157.490894,0.605,23855303558.874306,,2024-06-27T15:04:05.000Z,,,,,,2024-06-27 11:05:49.859078
5805,Avalanche,AVAX,avalanche,750,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,393865959.12155896,443212329.12155896,False,,11,,,,2024-06-27T15:04:00.000Z,37.6776078579292,493848286.90751,23.1402,0.19111958,5.91498345,0.66195348,-25.43743066,-20.675017,-48.78715761,14839927156.369272,0.4735,26967699559.303574,,2024-06-27T15:04:05.000Z,,,,,,2024-06-27 11:05:49.859078
1958,TRON,TRX,tron,996,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87214910278.06209,87215029609.16496,True,,12,71659659264.0,8769161796.499636,,2024-06-27T15:04:00.000Z,0.16755162680476385,339435394.66242146,-14.1433,-0.51409585,-1.16807458,5.0302101,10.37539117,1.53583911,1.45014039,14613000098.72082,0.4662,14613020092.837727,,2024-06-27T15:04:05.000Z,,,,,,2024-06-27 11:05:49.859078
5994,Shiba Inu,SHIB,shiba-inu,838,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589271242368555.6,589519691711904.6,False,,13,,,,2024-06-27T15:04:00.000Z,2.37364235386273e-05,296117402.65088594,-16.876,-1.62444708,-0.9354682,-4.44908083,-33.31931251,-30.22433264,-43.6402035,13987191787.993137,0.4465,13993089086.836575,,2024-06-27T15:04:05.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-06-27 11:05:49.859078
6636,Polkadot,DOT,polkadot-new,786,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,1462029970.7202706,9182895573.391743,,2024-06-27T15:04:00.000Z,8.599806403705845,298313196.5954257,63.355,1.54288937,6.36126413,10.1911173,-14.23042805,-8.49701576,-35.40038163,12366121127.310642,0.3946,12366121127.31364,,2024-06-27T15:04:05.000Z,,,,,,2024-06-27 11:05:49.859078
1975,Chainlink,LINK,chainlink,1805,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,608099970.4527867,1000000000.0,False,,15,,,,2024-06-27T15:04:00.000Z,19.34111604759401,339998929.55036587,11.7245,-0.22777444,1.27905627,-2.07689577,-21.32019221,-0.27989306,-26.48438515,11761332097.065836,0.3753,19341116047.587505,,2024-06-27T15:04:05.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-06-27 11:05:49.859078
1831,Bitcoin Cash,BCH,bitcoin-cash,899,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19725206.25,19725206.25,False,,16,,,,2024-06-27T15:04:00.000Z,527.3435349812481,329603988.6747161,-0.2716,-0.46213291,1.8990915,-0.91050088,-17.19301096,-19.75431704,-37.47695697,10401959992.10921,0.332,11074214234.612726,,2024-06-27T15:04:05.000Z,,,,,,2024-06-27 11:05:49.859078
6535,NEAR Protocol,NEAR,near-protocol,424,2020-08-11T00:00:00.000Z,"['platform', 'ai-big-data', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'cross-chain', 'injective-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'account-abstraction', 'data-availability']",,1092355436.0,1197646990.0,False,,17,,,,2024-06-27T15:04:00.000Z,7.189490808049624,309122211.7331194,-1.2766,-1.37486731,0.67323645,-0.14969575,-31.44652061,-28.27775385,-25.85197272,7853479366.245039,0.2507,8610472025.889957,,2024-06-27T15:04:05.000Z,,,,,,2024-06-27 11:05:49.859078
7083,Uniswap,UNI,uniswap,1052,2020-09-17T00:00:00.000Z,"['decentralized-exchange-dex-token', 'defi', 'dao', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'arbitrum-ecosytem', 'injective-ecosystem', 'optimism-ecosystem', 'cmc-crypto-awards-2024']",,599957294.71,1000000000.0,False,,18,,,1.09483294,2024-06-27T15:04:00.000Z,12.99685938474037,186062399.2679654,23.2403,-0.89779609,1.51378036,-3.9019248,-11.64169528,16.45427495,-26.30887975,7797560596.195107,0.2488,12996859384.738077,7122146509.556996,2024-06-27T15:04:05.000Z,1027.0,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2024-06-27 11:05:49.859078
3890,Polygon,MATIC,polygon,1411,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",,9884436601.520267,10000000000.0,False,,19,,,,2024-06-27T15:04:00.000Z,0.7704954356053678,265950384.279377,8.4512,-0.17777499,1.53906844,-2.3182007,-23.14683568,-23.32887007,-43.66447561,7615913285.002,0.243,7704954356.048501,,2024-06-27T15:04:05.000Z,,,,,,2024-06-27 11:05:49.859078
2,Litecoin,LTC,litecoin,1206,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,74688031.1075049,84000000.0,False,,20,,,,2024-06-27T15:05:00.000Z,98.94996742340483,389528990.46895194,8.0465,-0.36338383,1.45350339,-2.5591241,-12.78929986,-14.89058935,-31.7699228,7390378245.005857,0.2358,8311797263.561086,,2024-06-27T15:04:05.000Z,,,,,,2024-06-27 11:05:49.859078
1,Bitcoin,BTC,bitcoin,11161,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19717796.0,19717796.0,False,,1,,,,2024-06-27T15:06:00.000Z,84534.56628475056,31942512008.41294,-3.4133,-0.70384039,0.16009334,-4.75759627,-8.93976822,-2.82161363,-11.95399759,1666835332951.1892,53.1621,1775225891979.7678,,2024-06-27T15:05:05.000Z,,,,,,2024-06-27 11:06:50.044311
1027,Ethereum,ETH,ethereum,9104,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120180875.2351428,120180875.2351428,True,,2,,,,2024-06-27T15:05:00.000Z,4721.95961881945,18169083727.504265,20.2752,-0.41774372,2.17181606,-1.88227366,-10.39022021,4.02662301,-2.69795326,567489239814.7228,18.105,567489239814.7203,,2024-06-27T15:05:05.000Z,,,,,,2024-06-27 11:06:50.044311
825,Tether USDt,USDT,tether,90246,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,112780783337.5052,116076856624.97296,True,,3,,,,2024-06-27T15:04:00.000Z,1.3679348686608976,65671110232.73542,4.5669,0.00713251,-0.0860925,-0.0510499,-0.01262476,-0.08569202,-0.11344797,154276766042.26334,4.9218,158785579621.84933,,2024-06-27T15:05:05.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-06-27 11:06:50.044311
1839,BNB,BNB,bnb,2187,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147583381.4492261,147583381.4492261,False,,4,,,,2024-06-27T15:05:00.000Z,792.4497190789772,2307797290.2299666,10.972,0.01629803,0.88375196,-2.86210026,-3.40193144,-4.51728531,-6.09506508,116952409170.16475,3.7312,116952409170.16785,,2024-06-27T15:05:05.000Z,,,,,,2024-06-27 11:06:50.044311
5426,Solana,SOL,solana,694,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,462359805.4953002,579084686.4836911,True,,5,,,,2024-06-27T15:04:00.000Z,202.0706238265453,3581798493.053332,36.8918,-0.40577934,7.18462609,9.81830732,-12.55784018,3.71687078,-21.5612078,93429334328.75546,2.9807,117016003846.1629,,2024-06-27T15:05:05.000Z,,,,,,2024-06-27 11:06:50.044311
3408,USDC,USDC,usd-coin,20414,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,32866184503.876423,32866184503.876423,False,,6,,,,2024-06-27T15:04:00.000Z,1.3690025025437147,7429745290.334066,5.1623,-0.00010856,-0.01542225,-0.01273424,-0.02255786,-0.04430256,-0.01234303,44993888834.87028,1.4354,44993888834.86983,,2024-06-27T15:05:05.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-06-27 11:06:50.044311
